4.950	3.869
4.975	3.913
4.950	3.956
4.975	3.999
4.950	4.043
4.975	4.086
4.950	4.129
4.975	4.172
4.950	4.216
4.975	4.259
4.950	4.302
4.975	4.346
4.950	4.389
4.975	4.432
4.950	4.476
4.975	4.519
5.025	2.354
5.000	2.397
5.025	2.440
5.000	2.484
5.025	2.527
5.000	2.570
5.025	2.614
5.000	2.657
5.025	2.700
5.000	2.744
5.025	2.787
5.000	2.830
5.025	2.873
5.000	2.917
5.025	2.960
5.000	3.003
5.025	3.047
5.000	3.090
5.025	3.133
5.000	3.177
5.025	3.220
5.000	3.263
5.025	3.306
5.000	3.350
5.025	3.393
5.000	3.436
5.025	3.480
5.000	3.523
5.025	3.566
5.000	3.610
5.025	3.653
5.000	3.696
5.025	3.739
5.000	3.783
5.025	3.826
5.000	3.869
5.025	3.913
5.000	3.956
5.025	3.999
5.000	4.043
5.025	4.086
5.000	4.129
5.025	4.172
5.000	4.216
5.025	4.259
5.000	4.302
5.025	4.346
5.000	4.389
5.025	4.432
5.000	4.476
5.025	4.519
5.000	4.562
5.050	2.311
5.075	2.354
5.050	2.397
5.075	2.440
5.050	2.484
5.075	2.527
5.050	2.570
5.075	2.614
5.050	2.657
5.075	2.700
5.050	2.744
5.075	2.787
5.050	2.830
5.075	2.873
5.050	2.917
5.075	2.960
5.050	3.003
5.075	3.047
5.050	3.090
5.075	3.133
5.050	3.177
5.075	3.220
5.050	3.263
5.075	3.306
5.050	3.350
5.075	3.393
5.050	3.436
5.075	3.480
5.050	3.523
5.075	3.566
5.050	3.610
5.075	3.653
5.050	3.696
5.075	3.739
5.050	3.783
5.075	3.826
5.050	3.869
5.075	3.913
5.050	3.956
5.075	3.999
5.050	4.043
5.075	4.086
5.050	4.129
5.075	4.172
5.050	4.216
5.075	4.259
5.050	4.302
5.075	4.346
5.050	4.389
5.075	4.432
5.050	4.476
5.075	4.519
5.050	4.562
5.075	4.605
5.125	2.267
5.100	2.311
5.125	2.354
5.100	2.397
5.125	2.440
5.100	2.484
5.125	2.527
5.100	2.570
5.125	2.614
5.100	2.657
5.125	2.700
5.100	2.744
5.125	2.787
5.100	2.830
5.125	2.873
5.100	2.917
5.125	2.960
5.100	3.003
5.125	3.047
5.100	3.090
5.125	3.133
5.100	3.177
5.125	3.220
5.100	3.263
5.125	3.306
5.100	3.350
5.125	3.393
5.100	3.436
5.125	3.480
5.100	3.523
5.125	3.566
5.100	3.610
5.125	3.653
5.100	3.696
5.125	3.739
5.100	3.783
5.125	3.826
5.100	3.869
5.125	3.913
5.100	3.956
5.125	3.999
5.100	4.043
5.125	4.086
5.100	4.129
5.125	4.172
5.100	4.216
5.125	4.259
5.100	4.302
5.125	4.346
5.100	4.389
5.125	4.432
5.100	4.476
5.125	4.519
5.100	4.562
5.125	4.605
5.100	4.649
5.175	2.267
5.150	2.311
5.175	2.354
5.150	2.397
5.175	2.440
5.150	2.484
5.175	2.527
5.150	2.570
5.175	2.614
5.150	2.657
5.175	2.700
5.150	2.744
5.175	2.787
5.150	2.830
5.175	2.873
5.150	2.917
5.175	2.960
5.150	3.003
5.175	3.047
5.150	3.090
5.175	3.133
5.150	3.177
5.175	3.220
5.150	3.263
5.175	3.306
5.150	3.350
5.175	3.393
5.150	3.436
5.175	3.480
5.150	3.523
5.175	3.566
5.150	3.610
5.175	3.653
5.150	3.696
5.175	3.739
5.150	3.783
5.175	3.826
5.150	3.869
5.175	3.913
5.150	3.956
5.175	3.999
5.150	4.043
5.175	4.086
5.150	4.129
5.175	4.172
5.150	4.216
5.175	4.259
5.150	4.302
5.175	4.346
5.150	4.389
5.175	4.432
5.150	4.476
5.175	4.519
5.150	4.562
5.175	4.605
5.150	4.649
5.175	4.692
5.225	2.181
5.200	2.224
5.225	2.267
5.200	2.311
5.225	2.354
5.200	2.397
5.225	2.440
5.200	2.484
5.225	2.527
5.200	2.570
5.225	2.614
5.200	2.657
5.225	2.700
5.200	2.744
5.225	2.787
5.200	2.830
5.225	2.873
5.200	2.917
5.225	2.960
5.200	3.003
5.225	3.047
5.200	3.090
5.225	3.133
5.200	3.177
5.225	3.220
5.200	3.263
5.225	3.306
5.200	3.350
5.225	3.393
5.200	3.436
5.225	3.480
5.200	3.523
5.225	3.566
5.200	3.610
5.225	3.653
5.200	3.696
5.225	3.739
5.200	3.783
5.225	3.826
5.200	3.869
5.225	3.913
5.200	3.956
5.225	3.999
5.200	4.043
5.225	4.086
5.200	4.129
5.225	4.172
5.200	4.216
5.225	4.259
5.200	4.302
5.225	4.346
5.200	4.389
5.225	4.432
5.200	4.476
5.225	4.519
5.200	4.562
5.225	4.605
5.200	4.649
5.225	4.692
5.275	2.181
5.250	2.224
5.275	2.267
5.250	2.311
5.275	2.354
5.250	2.397
5.275	2.440
5.250	2.484
5.275	2.527
5.250	2.570
5.275	2.614
5.250	2.657
5.275	2.700
5.250	2.744
5.275	2.787
5.250	2.830
5.275	2.873
5.250	2.917
5.275	2.960
5.250	3.003
5.275	3.047
5.250	3.090
5.275	3.133
5.250	3.177
5.275	3.220
5.250	3.263
5.275	3.306
5.250	3.350
5.275	3.393
5.250	3.436
5.275	3.480
5.250	3.523
5.275	3.566
5.250	3.610
5.275	3.653
5.250	3.696
5.275	3.739
5.250	3.783
5.275	3.826
5.250	3.869
5.275	3.913
5.250	3.956
5.275	3.999
5.250	4.043
5.275	4.086
5.250	4.129
5.275	4.172
5.250	4.216
5.275	4.259
5.250	4.302
5.275	4.346
5.250	4.389
5.275	4.432
5.250	4.476
5.275	4.519
5.250	4.562
5.275	4.605
5.250	4.649
5.275	4.692
5.250	4.735
5.325	2.181
5.300	2.224
5.325	2.267
5.300	2.311
5.325	2.354
5.300	2.397
5.325	2.440
5.300	2.484
5.325	2.527
5.300	2.570
5.325	2.614
5.300	2.657
5.325	2.700
5.300	2.744
5.325	2.787
5.300	2.830
5.325	2.873
5.300	2.917
5.325	2.960
5.300	3.003
5.325	3.047
5.300	3.090
5.325	3.133
5.300	3.177
5.325	3.220
5.300	3.263
5.325	3.306
5.300	3.350
5.325	3.393
5.300	3.436
5.325	3.480
5.300	3.523
5.325	3.566
5.300	3.610
5.325	3.653
5.300	3.696
5.325	3.739
5.300	3.783
5.325	3.826
5.300	3.869
5.325	3.913
5.300	3.956
5.325	3.999
5.300	4.043
5.325	4.086
5.300	4.129
5.325	4.172
5.300	4.216
5.325	4.259
5.300	4.302
5.325	4.346
5.300	4.389
5.325	4.432
5.300	4.476
5.325	4.519
5.300	4.562
5.325	4.605
5.300	4.649
5.325	4.692
5.300	4.735
5.325	4.779
5.350	2.137
5.375	2.181
5.350	2.224
5.375	2.267
5.350	2.311
5.375	2.354
5.350	2.397
5.375	2.440
5.350	2.484
5.375	2.527
5.350	2.570
5.375	2.614
5.350	2.657
5.375	2.700
5.350	2.744
5.375	2.787
5.350	2.830
5.375	2.873
5.350	2.917
5.375	2.960
5.350	3.003
5.375	3.047
5.350	3.090
5.375	3.133
5.350	3.177
5.375	3.220
5.350	3.263
5.375	3.306
5.350	3.350
5.375	3.393
5.350	3.436
5.375	3.480
5.350	3.523
5.375	3.566
5.350	3.610
5.375	3.653
5.350	3.696
5.375	3.739
5.350	3.783
5.375	3.826
5.350	3.869
5.375	3.913
5.350	3.956
5.375	3.999
5.350	4.043
5.375	4.086
5.350	4.129
5.375	4.172
5.350	4.216
5.375	4.259
5.350	4.302
5.375	4.346
5.350	4.389
5.375	4.432
5.350	4.476
5.375	4.519
5.350	4.562
5.375	4.605
5.350	4.649
5.375	4.692
5.350	4.735
5.375	4.779
5.425	2.094
5.400	2.137
5.425	2.181
5.400	2.224
5.425	2.267
5.400	2.311
5.425	2.354
5.400	2.397
5.425	2.440
5.400	2.484
5.425	2.527
5.400	2.570
5.425	2.614
5.400	2.657
5.425	2.700
5.400	2.744
5.425	2.787
5.400	2.830
5.425	2.873
5.400	2.917
5.425	2.960
5.400	3.003
5.425	3.047
5.400	3.090
5.425	3.133
5.400	3.177
5.425	3.220
5.400	3.263
5.425	3.306
5.400	3.350
5.425	3.393
5.400	3.436
5.425	3.480
5.400	3.523
5.425	3.566
5.400	3.610
5.425	3.653
5.400	3.696
5.425	3.739
5.400	3.783
5.425	3.826
5.400	3.869
5.425	3.913
5.400	3.956
5.425	3.999
5.400	4.043
5.425	4.086
5.400	4.129
5.425	4.172
5.400	4.216
5.425	4.259
5.400	4.302
5.425	4.346
5.400	4.389
5.425	4.432
5.400	4.476
5.425	4.519
5.400	4.562
5.425	4.605
5.400	4.649
5.425	4.692
5.400	4.735
5.425	4.779
5.400	4.822
5.475	2.094
5.450	2.137
5.475	2.181
5.450	2.224
5.475	2.267
5.450	2.311
5.475	2.354
5.450	2.397
5.475	2.440
5.450	2.484
5.475	2.527
5.450	2.570
5.475	2.614
5.450	2.657
5.475	2.700
5.450	2.744
5.475	2.787
5.450	2.830
5.475	2.873
5.450	2.917
5.475	2.960
5.450	3.003
5.475	3.047
5.450	3.090
5.475	3.133
5.450	3.177
5.475	3.220
5.450	3.263
5.475	3.306
5.450	3.350
5.475	3.393
5.450	3.436
5.475	3.480
5.450	3.523
5.475	3.566
5.450	3.610
5.475	3.653
5.450	3.696
5.475	3.739
5.450	3.783
5.475	3.826
5.450	3.869
5.475	3.913
5.450	3.956
5.475	3.999
5.450	4.043
5.475	4.086
5.450	4.129
5.475	4.172
5.450	4.216
5.475	4.259
5.450	4.302
5.475	4.346
5.450	4.389
5.475	4.432
5.450	4.476
5.475	4.519
5.450	4.562
5.475	4.605
5.450	4.649
5.475	4.692
5.450	4.735
5.475	4.779
5.450	4.822
5.475	4.865
5.500	2.051
5.525	2.094
5.500	2.137
5.525	2.181
5.500	2.224
5.525	2.267
5.500	2.311
5.525	2.354
5.500	2.397
5.525	2.440
5.500	2.484
5.525	2.527
5.500	2.570
5.525	2.614
5.500	2.657
5.525	2.700
5.500	2.744
5.525	2.787
5.500	2.830
5.525	2.873
5.500	2.917
5.525	2.960
5.500	3.003
5.525	3.047
5.500	3.090
5.525	3.133
5.500	3.177
5.525	3.220
5.500	3.263
5.525	3.306
5.500	3.350
5.525	3.393
5.500	3.436
5.525	3.480
5.500	3.523
5.525	3.566
5.500	3.610
5.525	3.653
5.500	3.696
5.525	3.739
5.500	3.783
5.525	3.826
5.500	3.869
5.525	3.913
5.500	3.956
5.525	3.999
5.500	4.043
5.525	4.086
5.500	4.129
5.525	4.172
5.500	4.216
5.525	4.259
5.500	4.302
5.525	4.346
5.500	4.389
5.525	4.432
5.500	4.476
5.525	4.519
5.500	4.562
5.525	4.605
5.500	4.649
5.525	4.692
5.500	4.735
5.525	4.779
5.500	4.822
5.525	4.865
5.550	2.051
5.575	2.094
5.550	2.137
5.575	2.181
5.550	2.224
5.575	2.267
5.550	2.311
5.575	2.354
5.550	2.397
5.575	2.440
5.550	2.484
5.575	2.527
5.550	2.570
5.575	2.614
5.550	2.657
5.575	2.700
5.550	2.744
5.575	2.787
5.550	2.830
5.575	2.873
5.550	2.917
5.575	2.960
5.550	3.003
5.575	3.047
5.550	3.090
5.575	3.133
5.550	3.177
5.575	3.220
5.550	3.263
5.575	3.306
5.550	3.350
5.575	3.393
5.550	3.436
5.575	3.480
5.550	3.523
5.575	3.566
5.550	3.610
5.575	3.653
5.550	3.696
5.575	3.739
5.550	3.783
5.575	3.826
5.550	3.869
5.575	3.913
5.550	3.956
5.575	3.999
5.550	4.043
5.575	4.086
5.550	4.129
5.575	4.172
5.550	4.216
5.575	4.259
5.550	4.302
5.575	4.346
5.550	4.389
5.575	4.432
5.550	4.476
5.575	4.519
5.550	4.562
5.575	4.605
5.550	4.649
5.575	4.692
5.550	4.735
5.575	4.779
5.550	4.822
5.575	4.865
5.600	2.051
5.625	2.094
5.600	2.137
5.625	2.181
5.600	2.224
5.625	2.267
5.600	2.311
5.625	2.354
5.600	2.397
5.625	2.440
5.600	2.484
5.625	2.527
5.600	2.570
5.625	2.614
5.600	2.657
5.625	2.700
5.600	2.744
5.625	2.787
5.600	2.830
5.625	2.873
5.600	2.917
5.625	2.960
5.600	3.003
5.625	3.047
5.600	3.090
5.625	3.133
5.600	3.177
5.625	3.220
5.600	3.263
5.625	3.306
5.600	3.350
5.625	3.393
5.600	3.436
5.625	3.480
5.600	3.523
5.625	3.566
5.600	3.610
5.625	3.653
5.600	3.696
5.625	3.739
5.600	3.783
5.625	3.826
5.600	3.869
5.625	3.913
5.600	3.956
5.625	3.999
5.600	4.043
5.625	4.086
5.600	4.129
5.625	4.172
5.600	4.216
5.625	4.259
5.600	4.302
5.625	4.346
5.600	4.389
5.625	4.432
5.600	4.476
5.625	4.519
5.600	4.562
5.625	4.605
5.600	4.649
5.625	4.692
5.600	4.735
5.625	4.779
5.600	4.822
5.625	4.865
5.600	4.909
5.675	2.007
5.650	2.051
5.675	2.094
5.650	2.137
5.675	2.181
5.650	2.224
5.675	2.267
5.650	2.311
5.675	2.354
5.650	2.397
5.675	2.440
5.650	2.484
5.675	2.527
5.650	2.570
5.675	2.614
5.650	2.657
5.675	2.700
5.650	2.744
5.675	2.787
5.650	2.830
5.675	2.873
5.650	2.917
5.675	2.960
5.650	3.003
5.675	3.047
5.650	3.090
5.675	3.133
5.650	3.177
5.675	3.220
5.650	3.263
5.675	3.306
5.650	3.350
5.675	3.393
5.650	3.436
5.675	3.480
5.650	3.523
5.675	3.566
5.650	3.610
5.675	3.653
5.650	3.696
5.675	3.739
5.650	3.783
5.675	3.826
5.650	3.869
5.675	3.913
5.650	3.956
5.675	3.999
5.650	4.043
5.675	4.086
5.650	4.129
5.675	4.172
5.650	4.216
5.675	4.259
5.650	4.302
5.675	4.346
5.650	4.389
5.675	4.432
5.650	4.476
5.675	4.519
5.650	4.562
5.675	4.605
5.650	4.649
5.675	4.692
5.650	4.735
5.675	4.779
5.650	4.822
5.675	4.865
5.650	4.909
5.725	2.007
5.700	2.051
5.725	2.094
5.700	2.137
5.725	2.181
5.700	2.224
5.725	2.267
5.700	2.311
5.725	2.354
5.700	2.397
5.725	2.440
5.700	2.484
5.725	2.527
5.700	2.570
5.725	2.614
5.700	2.657
5.725	2.700
5.700	2.744
5.725	2.787
5.700	2.830
5.725	2.873
5.700	2.917
5.725	2.960
5.700	3.003
5.725	3.047
5.700	3.090
5.725	3.133
5.700	3.177
5.725	3.220
5.700	3.263
5.725	3.306
5.700	3.350
5.725	3.393
5.700	3.436
5.725	3.480
5.700	3.523
5.725	3.566
5.700	3.610
5.725	3.653
5.700	3.696
5.725	3.739
5.700	3.783
5.725	3.826
5.700	3.869
5.725	3.913
5.700	3.956
5.725	3.999
5.700	4.043
5.725	4.086
5.700	4.129
5.725	4.172
5.700	4.216
5.725	4.259
5.700	4.302
5.725	4.346
5.700	4.389
5.725	4.432
5.700	4.476
5.725	4.519
5.700	4.562
5.725	4.605
5.700	4.649
5.725	4.692
5.700	4.735
5.725	4.779
5.700	4.822
5.725	4.865
5.700	4.909
5.775	2.007
5.750	2.051
5.775	2.094
5.750	2.137
5.775	2.181
5.750	2.224
5.775	2.267
5.750	2.311
5.775	2.354
5.750	2.397
5.775	2.440
5.750	2.484
5.775	2.527
5.750	2.570
5.775	2.614
5.750	2.657
5.775	2.700
5.750	2.744
5.775	2.787
5.750	2.830
5.775	2.873
5.750	2.917
5.775	2.960
5.750	3.003
5.775	3.047
5.750	3.090
5.775	3.133
5.750	3.177
5.775	3.220
5.750	3.263
5.775	3.306
5.750	3.350
5.775	3.393
5.750	3.436
5.775	3.480
5.750	3.523
5.775	3.566
5.750	3.610
5.775	3.653
5.750	3.696
5.775	3.739
5.750	3.783
5.775	3.826
5.750	3.869
5.775	3.913
5.750	3.956
5.775	3.999
5.750	4.043
5.775	4.086
5.750	4.129
5.775	4.172
5.750	4.216
5.775	4.259
5.750	4.302
5.775	4.346
5.750	4.389
5.775	4.432
5.750	4.476
5.775	4.519
5.750	4.562
5.775	4.605
5.750	4.649
5.775	4.692
5.750	4.735
5.775	4.779
5.750	4.822
5.775	4.865
5.750	4.909
5.825	2.007
5.800	2.051
5.825	2.094
5.800	2.137
5.825	2.181
5.800	2.224
5.825	2.267
5.800	2.311
5.825	2.354
5.800	2.397
5.825	2.440
5.800	2.484
5.825	2.527
5.800	2.570
5.825	2.614
5.800	2.657
5.825	2.700
5.800	2.744
5.825	2.787
5.800	2.830
5.825	2.873
5.800	2.917
5.825	2.960
5.800	3.003
5.825	3.047
5.800	3.090
5.825	3.133
5.800	3.177
5.825	3.220
5.800	3.263
5.825	3.306
5.800	3.350
5.825	3.393
5.800	3.436
5.825	3.480
5.800	3.523
5.825	3.566
5.800	3.610
5.825	3.653
5.800	3.696
5.825	3.739
5.800	3.783
5.825	3.826
5.800	3.869
5.825	3.913
5.800	3.956
5.825	3.999
5.800	4.043
5.825	4.086
5.800	4.129
5.825	4.172
5.800	4.216
5.825	4.259
5.800	4.302
5.825	4.346
5.800	4.389
5.825	4.432
5.800	4.476
5.825	4.519
5.800	4.562
5.825	4.605
5.800	4.649
5.825	4.692
5.800	4.735
5.825	4.779
5.800	4.822
5.825	4.865
5.800	4.909
5.825	4.952
5.875	2.007
5.850	2.051
5.875	2.094
5.850	2.137
5.875	2.181
5.850	2.224
5.875	2.267
5.850	2.311
5.875	2.354
5.850	2.397
5.875	2.440
5.850	2.484
5.875	2.527
5.850	2.570
5.875	2.614
5.850	2.657
5.875	2.700
5.850	2.744
5.875	2.787
5.850	2.830
5.875	2.873
5.850	2.917
5.875	2.960
5.850	3.003
5.875	3.047
5.850	3.090
5.875	3.133
5.850	3.177
5.875	3.220
5.850	3.263
5.875	3.306
5.850	3.350
5.875	3.393
5.850	3.436
5.875	3.480
5.850	3.523
5.875	3.566
5.850	3.610
5.875	3.653
5.850	3.696
5.875	3.739
5.850	3.783
5.875	3.826
5.850	3.869
5.875	3.913
5.850	3.956
5.875	3.999
5.850	4.043
5.875	4.086
5.850	4.129
5.875	4.172
5.850	4.216
5.875	4.259
5.850	4.302
5.875	4.346
5.850	4.389
5.875	4.432
5.850	4.476
5.875	4.519
5.850	4.562
5.875	4.605
5.850	4.649
5.875	4.692
5.850	4.735
5.875	4.779
5.850	4.822
5.875	4.865
5.850	4.909
5.875	4.952
5.925	2.007
5.900	2.051
5.925	2.094
5.900	2.137
5.925	2.181
5.900	2.224
5.925	2.267
5.900	2.311
5.925	2.354
5.900	2.397
5.925	2.440
5.900	2.484
5.925	2.527
5.900	2.570
5.925	2.614
5.900	2.657
5.925	2.700
5.900	2.744
5.925	2.787
5.900	2.830
5.925	2.873
5.900	2.917
5.925	2.960
5.900	3.003
5.925	3.047
5.900	3.090
5.925	3.133
5.900	3.177
5.925	3.220
5.900	3.263
5.925	3.306
5.900	3.350
5.925	3.393
5.900	3.436
5.925	3.480
5.900	3.523
5.925	3.566
5.900	3.610
5.925	3.653
5.900	3.696
5.925	3.739
5.900	3.783
5.925	3.826
5.900	3.869
5.925	3.913
5.900	3.956
5.925	3.999
5.900	4.043
5.925	4.086
5.900	4.129
5.925	4.172
5.900	4.216
5.925	4.259
5.900	4.302
5.925	4.346
5.900	4.389
5.925	4.432
5.900	4.476
5.925	4.519
5.900	4.562
5.925	4.605
5.900	4.649
5.925	4.692
5.900	4.735
5.925	4.779
5.900	4.822
5.925	4.865
5.900	4.909
5.925	4.952
5.975	2.007
5.950	2.051
5.975	2.094
5.950	2.137
5.975	2.181
5.950	2.224
5.975	2.267
5.950	2.311
5.975	2.354
5.950	2.397
5.975	2.440
5.950	2.484
5.975	2.527
5.950	2.570
5.975	2.614
5.950	2.657
5.975	2.700
5.950	2.744
5.975	2.787
5.950	2.830
5.975	2.873
5.950	2.917
5.975	2.960
5.950	3.003
5.975	3.047
5.950	3.090
5.975	3.133
5.950	3.177
5.975	3.220
5.950	3.263
5.975	3.306
5.950	3.350
5.975	3.393
5.950	3.436
5.975	3.480
5.950	3.523
5.975	3.566
5.950	3.610
5.975	3.653
5.950	3.696
5.975	3.739
5.950	3.783
5.975	3.826
5.950	3.869
5.975	3.913
5.950	3.956
5.975	3.999
5.950	4.043
5.975	4.086
5.950	4.129
5.975	4.172
5.950	4.216
5.975	4.259
5.950	4.302
5.975	4.346
5.950	4.389
5.975	4.432
5.950	4.476
5.975	4.519
5.950	4.562
5.975	4.605
5.950	4.649
5.975	4.692
5.950	4.735
5.975	4.779
5.950	4.822
5.975	4.865
5.950	4.909
5.975	4.952
6.000	1.964
6.025	2.007
6.000	2.051
6.025	2.094
6.000	2.137
6.025	2.181
6.000	2.224
6.025	2.267
6.000	2.311
6.025	2.354
6.000	2.397
6.025	2.440
6.000	2.484
6.025	2.527
6.000	2.570
6.025	2.614
6.000	2.657
6.025	2.700
6.000	2.744
6.025	2.787
6.000	2.830
6.025	2.873
6.000	2.917
6.025	2.960
6.000	3.003
6.025	3.047
6.000	3.090
6.025	3.133
6.000	3.177
6.025	3.220
6.000	3.263
6.025	3.306
6.000	3.350
6.025	3.393
6.000	3.436
6.025	3.480
6.000	3.523
6.025	3.566
6.000	3.610
6.025	3.653
6.000	3.696
6.025	3.739
6.000	3.783
6.025	3.826
6.000	3.869
6.025	3.913
6.000	3.956
6.025	3.999
6.000	4.043
6.025	4.086
6.000	4.129
6.025	4.172
6.000	4.216
6.025	4.259
6.000	4.302
6.025	4.346
6.000	4.389
6.025	4.432
6.000	4.476
6.025	4.519
6.000	4.562
6.025	4.605
6.000	4.649
6.025	4.692
6.000	4.735
6.025	4.779
6.000	4.822
6.025	4.865
6.000	4.909
6.025	4.952
6.075	2.007
6.050	2.051
6.075	2.094
6.050	2.137
6.075	2.181
6.050	2.224
6.075	2.267
6.050	2.311
6.075	2.354
6.050	2.397
6.075	2.440
6.050	2.484
6.075	2.527
6.050	2.570
6.075	2.614
6.050	2.657
6.075	2.700
6.050	2.744
6.075	2.787
6.050	2.830
6.075	2.873
6.050	2.917
6.075	2.960
6.050	3.003
6.075	3.047
6.050	3.090
6.075	3.133
6.050	3.177
6.075	3.220
6.050	3.263
6.075	3.306
6.050	3.350
6.075	3.393
6.050	3.436
6.075	3.480
6.050	3.523
6.075	3.566
6.050	3.610
6.075	3.653
6.050	3.696
6.075	3.739
6.050	3.783
6.075	3.826
6.050	3.869
6.075	3.913
6.050	3.956
6.075	3.999
6.050	4.043
6.075	4.086
6.050	4.129
6.075	4.172
6.050	4.216
6.075	4.259
6.050	4.302
6.075	4.346
6.050	4.389
6.075	4.432
6.050	4.476
6.075	4.519
6.050	4.562
6.075	4.605
6.050	4.649
6.075	4.692
6.050	4.735
6.075	4.779
6.050	4.822
6.075	4.865
6.050	4.909
6.075	4.952
